0	1000	2000	3000	4000	5000	6000	7000	8000	9000	10000	11000	12000	13000	14000	15000	16000	17000	18000	19000	100000
3250	2.2286e+22	4.45721e+22	6.68581e+22	8.91442e+22	1.1143e+23	1.33716e+23	1.56002e+23	1.78288e+23	2.00574e+23	2.2286e+23	2.45146e+23	2.67433e+23	2.89719e+23	3.12005e+23	3.34291e+23	3.56577e+23	3.78863e+23	4.01149e+23	4.23435e+23	2.2286e+24
3300	2.19484e+22	4.38967e+22	6.58451e+22	8.77935e+22	1.09742e+23	1.3169e+23	1.53639e+23	1.75587e+23	1.97535e+23	2.19484e+23	2.41432e+23	2.6338e+23	2.85329e+23	3.07277e+23	3.29226e+23	3.51174e+23	3.73122e+23	3.95071e+23	4.17019e+23	2.19484e+24
3350	2.16208e+22	4.32416e+22	6.48624e+22	8.64831e+22	1.08104e+23	1.29725e+23	1.51346e+23	1.72966e+23	1.94587e+23	2.16208e+23	2.37829e+23	2.59449e+23	2.8107e+23	3.02691e+23	3.24312e+23	3.45933e+23	3.67553e+23	3.89174e+23	4.10795e+23	2.16208e+24
3400	2.13028e+22	4.26057e+22	6.39085e+22	8.52113e+22	1.06514e+23	1.27817e+23	1.4912e+23	1.70423e+23	1.91726e+23	2.13028e+23	2.34331e+23	2.55634e+23	2.76937e+23	2.9824e+23	3.19543e+23	3.40845e+23	3.62148e+23	3.83451e+23	4.04754e+23	2.13028e+24
3450	2.09941e+22	4.19882e+22	6.29823e+22	8.39764e+22	1.0497e+23	1.25965e+23	1.46959e+23	1.67953e+23	1.88947e+23	2.09941e+23	2.30935e+23	2.51929e+23	2.72923e+23	2.93917e+23	3.14911e+23	3.35906e+23	3.569e+23	3.77894e+23	3.98888e+23	2.09941e+24
3500	2.06942e+22	4.13884e+22	6.20825e+22	8.27767e+22	1.03471e+23	1.24165e+23	1.44859e+23	1.65553e+23	1.86248e+23	2.06942e+23	2.27636e+23	2.4833e+23	2.69024e+23	2.89719e+23	3.10413e+23	3.31107e+23	3.51801e+23	3.72495e+23	3.93189e+23	2.06942e+24
3550	2.04027e+22	4.08054e+22	6.12081e+22	8.16109e+22	1.02014e+23	1.22416e+23	1.42819e+23	1.63222e+23	1.83624e+23	2.04027e+23	2.2443e+23	2.44833e+23	2.65235e+23	2.85638e+23	3.06041e+23	3.26443e+23	3.46846e+23	3.67249e+23	3.87652e+23	2.04027e+24
3600	2.01193e+22	4.02387e+22	6.0358e+22	8.04774e+22	1.00597e+23	1.20716e+23	1.40835e+23	1.60955e+23	1.81074e+23	2.01193e+23	2.21313e+23	2.41432e+23	2.61551e+23	2.81671e+23	3.0179e+23	3.21909e+23	3.42029e+23	3.62148e+23	3.82268e+23	2.01193e+24
3650	1.98437e+22	3.96875e+22	5.95312e+22	7.93749e+22	9.92187e+22	1.19062e+23	1.38906e+23	1.5875e+23	1.78594e+23	1.98437e+23	2.18281e+23	2.38125e+23	2.57969e+23	2.77812e+23	2.97656e+23	3.175e+23	3.37344e+23	3.57187e+23	3.77031e+23	1.98437e+24
3700	1.95756e+22	3.91512e+22	5.87267e+22	7.83023e+22	9.78779e+22	1.17453e+23	1.37029e+23	1.56605e+23	1.7618e+23	1.95756e+23	2.15331e+23	2.34907e+23	2.54483e+23	2.74058e+23	2.93634e+23	3.13209e+23	3.32785e+23	3.5236e+23	3.71936e+23	1.95756e+24
3750	1.93146e+22	3.86291e+22	5.79437e+22	7.72583e+22	9.65728e+22	1.15887e+23	1.35202e+23	1.54517e+23	1.73831e+23	1.93146e+23	2.1246e+23	2.31775e+23	2.51089e+23	2.70404e+23	2.89719e+23	3.09033e+23	3.28348e+23	3.47662e+23	3.66977e+23	1.93146e+24
3800	1.90604e+22	3.81209e+22	5.71813e+22	7.62417e+22	9.53022e+22	1.14363e+23	1.33423e+23	1.52483e+23	1.71544e+23	1.90604e+23	2.09665e+23	2.28725e+23	2.47786e+23	2.66846e+23	2.85906e+23	3.04967e+23	3.24027e+23	3.43088e+23	3.62148e+23	1.90604e+24
3850	1.88129e+22	3.76258e+22	5.64387e+22	7.52516e+22	9.40645e+22	1.12877e+23	1.3169e+23	1.50503e+23	1.69316e+23	1.88129e+23	2.06942e+23	2.25755e+23	2.44568e+23	2.6338e+23	2.82193e+23	3.01006e+23	3.19819e+23	3.38632e+23	3.57445e+23	1.88129e+24
3900	1.85717e+22	3.71434e+22	5.57151e+22	7.42868e+22	9.28585e+22	1.1143e+23	1.30002e+23	1.48574e+23	1.67145e+23	1.85717e+23	2.04289e+23	2.2286e+23	2.41432e+23	2.60004e+23	2.78576e+23	2.97147e+23	3.15719e+23	3.34291e+23	3.52862e+23	1.85717e+24
3950	1.83366e+22	3.66732e+22	5.50099e+22	7.33465e+22	9.16831e+22	1.1002e+23	1.28356e+23	1.46693e+23	1.6503e+23	1.83366e+23	2.01703e+23	2.20039e+23	2.38376e+23	2.56713e+23	2.75049e+23	2.93386e+23	3.11722e+23	3.30059e+23	3.48396e+23	1.83366e+24
4000	1.81074e+22	3.62148e+22	5.43222e+22	7.24296e+22	9.0537e+22	1.08644e+23	1.26752e+23	1.44859e+23	1.62967e+23	1.81074e+23	1.99182e+23	2.17289e+23	2.35396e+23	2.53504e+23	2.71611e+23	2.89719e+23	3.07826e+23	3.25933e+23	3.44041e+23	1.81074e+24
4050	1.78839e+22	3.57677e+22	5.36516e+22	7.15354e+22	8.94193e+22	1.07303e+23	1.25187e+23	1.43071e+23	1.60955e+23	1.78839e+23	1.96722e+23	2.14606e+23	2.3249e+23	2.50374e+23	2.68258e+23	2.86142e+23	3.04026e+23	3.21909e+23	3.39793e+23	1.78839e+24
4100	1.76658e+22	3.53315e+22	5.29973e+22	7.06631e+22	8.83288e+22	1.05995e+23	1.2366e+23	1.41326e+23	1.58992e+23	1.76658e+23	1.94323e+23	2.11989e+23	2.29655e+23	2.47321e+23	2.64986e+23	2.82652e+23	3.00318e+23	3.17984e+23	3.3565e+23	1.76658e+24
4150	1.74529e+22	3.49058e+22	5.23588e+22	6.98117e+22	8.72646e+22	1.04718e+23	1.2217e+23	1.39623e+23	1.57076e+23	1.74529e+23	1.91982e+23	2.09435e+23	2.26888e+23	2.44341e+23	2.61794e+23	2.79247e+23	2.967e+23	3.14153e+23	3.31606e+23	1.74529e+24
4200	1.72452e+22	3.44903e+22	5.17355e+22	6.89806e+22	8.62258e+22	1.03471e+23	1.20716e+23	1.37961e+23	1.55206e+23	1.72452e+23	1.89697e+23	2.06942e+23	2.24187e+23	2.41432e+23	2.58677e+23	2.75922e+23	2.93168e+23	3.10413e+23	3.27658e+23	1.72452e+24
4250	1.70423e+22	3.40845e+22	5.11268e+22	6.81691e+22	8.52113e+22	1.02254e+23	1.19296e+23	1.36338e+23	1.5338e+23	1.70423e+23	1.87465e+23	2.04507e+23	2.21549e+23	2.38592e+23	2.55634e+23	2.72676e+23	2.89719e+23	3.06761e+23	3.23803e+23	1.70423e+24
4300	1.68441e+22	3.36882e+22	5.05323e+22	6.73764e+22	8.42205e+22	1.01065e+23	1.17909e+23	1.34753e+23	1.51597e+23	1.68441e+23	1.85285e+23	2.02129e+23	2.18973e+23	2.35817e+23	2.52662e+23	2.69506e+23	2.8635e+23	3.03194e+23	3.20038e+23	1.68441e+24
4350	1.66505e+22	3.3301e+22	4.99515e+22	6.6602e+22	8.32525e+22	9.99029e+22	1.16553e+23	1.33204e+23	1.49854e+23	1.66505e+23	1.83155e+23	1.99806e+23	2.16456e+23	2.33107e+23	2.49757e+23	2.66408e+23	2.83058e+23	2.99709e+23	3.16359e+23	1.66505e+24
4400	1.64613e+22	3.29226e+22	4.93838e+22	6.58451e+22	8.23064e+22	9.87677e+22	1.15229e+23	1.3169e+23	1.48152e+23	1.64613e+23	1.81074e+23	1.97535e+23	2.13997e+23	2.30458e+23	2.46919e+23	2.6338e+23	2.79842e+23	2.96303e+23	3.12764e+23	1.64613e+24
4450	1.62763e+22	3.25526e+22	4.8829e+22	6.51053e+22	8.13816e+22	9.76579e+22	1.13934e+23	1.30211e+23	1.46487e+23	1.62763e+23	1.7904e+23	1.95316e+23	2.11592e+23	2.27869e+23	2.44145e+23	2.60421e+23	2.76697e+23	2.92974e+23	3.0925e+23	1.62763e+24
